activator,frequency,Band,mode,reference,locationDesc,Ignore
*,*,*,*,*,US-RI,No
*,*,*,*,*,US-LA,Yes
*,*,*,*,*,US-WA,No
*,*,*,*,K-5421,*,No
*,*,*,*,*,US-AK,No
*,*,*,*,*,US-NV,No
K7CAR,*,*,*,*,*,No
